ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Avg_rating,Num_rating,Genres
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,7.8,70,"['Romance', 'Young Adult']"
0786889020,Don't Stand Too Close to a Naked Man,Tim Allen,1995,Hyperion,7.142857142857143,21,['Non-Fiction']
0688149790,Babyhood,Paul Reiser,1997,William Morrow &amp; Company,7.916666666666667,12,['Non-Fiction']
0140386645,The Westing Game (Now in Speak!),Ellen Raskin,1997,Penguin Putnam Books for Young Readers,8.095238095238095,21,"['Mystery', 'Young Adult']"
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,7.658536585365853,164,"['Fantasy', 'Horror']"
0345351525,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,7.5,76,"['Fantasy', 'Horror']"
0553205587,Lord God Made Them All,James Herriot,1982,Bantam Doubleday Dell,9.1,10,"['Biography', 'Non-Fiction']"
0449003787,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,Ballantine Books,7.523809523809524,42,['Mystery']
0765345048,Kushiel's Chosen (Kushiel's Legacy),Jacqueline Carey,2003,Tor Fantasy,9.363636363636363,11,"['Fantasy', 'Romance']"
0385265700,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,7.382352941176471,68,"['Historical', 'Romance']"
1573229326,How to Be Good,Nick Hornby,2002,Riverhead Books,6.745454545454545,55,['Non-Fiction']
068483376X,Succulent Wild Woman,Sark,1997,Fireside,8.3,20,"['Non-Fiction', 'Biography']"
0385424736,The Rainmaker,John Grisham,1995,Doubleday Books,7.794871794871795,39,['Thriller']
0671617028,The Color Purple,Alice Walker,1985,Pocket Books,8.680851063829786,47,['Historical']
0440224772,Mirror Image,Danielle Steel,1999,Dell Publishing Company,8.25,8,['Romance']
0380896931,Tender Is the Storm,Johanna Lindsey,1985,Avon,8.2,10,['Romance']
8432206407,Sin Noticias De Gurb (Biblioteca breve),Eduardo Mendoza,1995,Planeta Pub Corp,7.545454545454546,11,"['Fantasy', 'Mystery']"
3423105518,Name Der Rose,Umberto Eco,0,Distribooks Int'l+inc,9.0,6,"['Mystery', 'Historical']"
0446605239,The Notebook,Nicholas Sparks,1998,Warner Books,7.884955752212389,113,['Romance']
0553295977,Carnal Innocence,Nora Roberts,1992,Bantam Books,8.0,22,"['Romance', 'Thriller']"
0380470845,The Fulfillment,LaVyrle Spencer,1979,Avon,7.583333333333333,12,['Romance']
0440212723,Cold Sassy Tree,Olive Ann Burns,1992,Bantam Doubleday Dell,7.9,10,"['Historical', 'Romance']"
0671016768,Bloodstream,Tess Gerritsen,1999,Pocket,8.117647058823529,17,['Thriller']
0380720191,The List of 7,Mark Frost,1994,Avon,8.0,9,"['Mystery', 'Fantasy']"
0060955775,Veronika Decides to Die,Paulo Coelho,2001,Perennial,7.5,14,"['Young Adult', 'Fantasy']"
0743224574,A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001,Simon &amp; Schuster,7.62962962962963,27,"['Biography', 'Non-Fiction']"
0671004549,You Belong To Me,Mary Higgins Clark,1999,Pocket Books,7.518518518518518,27,"['Thriller', 'Mystery']"
081297106X,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,2003,Random House Trade Paperbacks,8.8125,16,"['Non-Fiction', 'Biography']"
0802139256,Peace Like a River,Leif Enger,2002,Grove Press,8.23076923076923,26,"['Historical', 'Mystery']"
0553565915,Embraced by the Light,Betty J. Eadie,1994,Bantam Books,7.0,18,"['Non-Fiction', 'Biography']"
055356160X,Cry Wolf,TAMI HOAG,1993,Bantam,7.782608695652174,23,['Thriller']
0345317580,Magic Kingdom for Sale - Sold! (Magic Kingdom of Landover),Terry Brooks,1990,Del Rey Books,8.153846153846153,13,"['Fantasy', 'Adventure']"
0345335287,The Black Unicorn (Magic Kingdom of Landover Novel),Terry Brooks,1990,Del Rey Books,7.0,14,"['Fantasy', 'Adventure']"
0380570009,How to Talk So Kids Will Listen and Listen So Kids Will Talk,Adele Faber,1991,Back Bay Books,9.0,7,['Non-Fiction']
0929634063,50 Simple Things You Can Do to Save the Earth,Earthworks Group,1989,Pub Group West,8.0,14,['Non-Fiction']
0671695304,"FOREVER : A Novel of Good and Evil, Love and Hope",Judy Blume,1989,Pocket,7.666666666666667,18,"['Romance', 'Young Adult']"
0515134384,The Cat Who Went Up the Creek,Lilian Jackson Braun,2003,Jove Books,7.111111111111111,18,['Mystery']
051512463X,The Cat Who Sang for the Birds (Cat Who... (Paperback)),Lilian Jackson Braun,1999,Jove Books,7.181818181818182,11,['Mystery']
0345375580,"The Elf Queen of Shannara (Heritage of Shannara, Book 3)",Terry Brooks,1993,Del Rey Books,7.142857142857143,7,"['Fantasy', 'Adventure']"
0590629794,"The Encounter (Animorphs , No 3)",K. A. Applegate,1996,Scholastic,7.428571428571429,7,"['Sci-Fi', 'Young Adult']"
0515120618,Montana Sky,Nora Roberts,2000,Jove Books,7.916666666666667,24,['Romance']
0971766711,A Thousand Country Roads: An Epilogue to The Bridges of Madison County,Robert James Waller,2002,John M. Hardy,7.0,5,"['Romance', 'Historical']"
0553583077,To Kiss a Spy (Get Connected Romances),JANE FEATHER,2003,Bantam,6.333333333333333,9,['Romance']
0060001453,Love With the Proper Husband (Avon Historical Romance),Victoria Alexander,2003,Avon,7.444444444444445,9,"['Romance', 'Historical']"
0060002050,On a Wicked Dawn (Cynster Novels),Stephanie Laurens,2002,Avon Books,7.545454545454546,11,['Romance']
0061032093,Breathing Room (Avon Romance),Susan Elizabeth Phillips,2003,Avon Books,7.083333333333333,12,['Romance']
0380811065,Lady Sophia's Lover,Lisa Kleypas,2002,Avon,8.333333333333334,12,['Romance']
0140255087,The Snow Leopard (Penguin Nature Classics),Peter Matthiessen,1996,Penguin Books,7.75,4,['Non-Fiction']
0385335830,Diary of a Mad Bride (Summer Display Opportunity),Laura Wolf,2002,Delta,7.583333333333333,36,"['Romance', 'Comedy']"
0743262174,"Cry, the Beloved Country (Oprah's Book Club)",Alan Paton,2003,Scribner,8.176470588235293,17,['Historical']
0515130389,Carolina Moon,Nora Roberts,2001,Jove Books,7.288888888888889,45,['Romance']
080411935X,Standing in the Rainbow,FANNIE FLAGG,2003,Ballantine Books,8.043478260869565,23,['Historical']
0142004235,East of Eden (Oprah's Book Club),John Steinbeck,2003,Penguin Books,8.852941176470589,34,['Historical']
0515135062,Three Fates,Nora Roberts,2004,Jove Books,7.735294117647059,34,"['Romance', 'Fantasy']"
0743412028,Pay It Forward,Catherine Ryan Hyde,2000,Pocket,7.54054054054054,37,['Young Adult']
3442429439,Die geheime Geschichte.,Donna Tartt,1995,Goldmann,8.666666666666666,3,"['Horror', 'Mystery']"
0061056774,The X-Files: Ground Zero,Kevin J. Anderson,1996,HarperEntertainment,7.285714285714286,7,"['Sci-Fi', 'Adventure']"
0425169693,Here on Earth (Oprah's Book Club),Alice Hoffman,1999,Berkley Publishing Group,7.681818181818182,22,"['Romance', 'Fantasy']"
0452269571,Bastard Out of Carolina,Dorothy Allison,1993,Plume Books,8.232558139534884,43,"['Historical', 'Biography']"
051513287X,Face the Fire (Three Sisters Island Trilogy),Nora Roberts,2002,Jove Books,8.049180327868852,61,"['Romance', 'Fantasy']"
0618002219,The Hobbit: or There and Back Again,J.R.R. Tolkien,1999,Houghton Mifflin Company,9.03125,32,"['Fantasy', 'Adventure']"
0451458370,Alien Taste (Roc Science Fiction),Wen Spencer,2001,Roc,8.571428571428571,7,"['Sci-Fi', 'Adventure']"
0804108447,Druids,MORGAN LLYWELYN,1992,Del Rey,8.2,10,"['Historical', 'Fantasy']"
0441117732,Count Zero (Ace Science Fiction),William Gibson,1987,Ace Books,7.888888888888889,9,['Sci-Fi']
055329461X,The Difference Engine,WILLIAM GIBSON,1992,Spectra,6.666666666666667,9,"['Sci-Fi', 'Historical']"
0553373803,The Fifth Sacred Thing,Starhawk,1994,Bantam,8.833333333333334,12,"['Fantasy', 'Sci-Fi']"
0060392452,Stupid White Men ...and Other Sorry Excuses for the State of the Nation!,Michael Moore,2002,Regan Books,8.075268817204302,93,['Non-Fiction']
0590353403,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,1998,Scholastic,9.010752688172044,93,"['Fantasy', 'Adventure']"
0380815931,In the Beginning...was the Command Line,Neal Stephenson,1999,Perennial,7.571428571428571,7,"['Non-Fiction', 'Sci-Fi']"
0312263120,Digital Fortress : A Thriller,Dan Brown,2000,St. Martin's Griffin,7.103448275862069,29,['Thriller']
0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books,8.353846153846154,65,['Non-Fiction']
0886777844,Summon the Keeper,Tanya Huff,1998,Daw Books,7.722222222222222,18,['Fantasy']
0312243359,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda,Philip Gourevitch,1999,Picador USA,8.375,8,"['Non-Fiction', 'Historical']"
0385498802,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday,7.704545454545454,44,"['Young Adult', 'Mystery']"
0141002077,Cherry: A Memoir,Mary Karr,2001,Penguin Books,6.888888888888889,9,"['Biography', 'Memoir']"
0449702545,Homecoming,Cynthia Voigt,1990,Fawcett Books,7.636363636363637,11,"['Young Adult', 'Adventure']"
1550223968,Too Close to the Falls: A Memoir,Catherine Gildiner,1999,Independent Pub Group,7.375,8,"['Biography', 'Memoir']"
0312291639,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,7.0989010989010985,91,['Romance']
014043187X,The Picture of Dorian Gray (Penguin Classic),Oscar Wilde,1985,Penguin Books,8.75,4,"['Historical', 'Horror']"
0425101452,Phantoms,Dean R. Koontz,1996,Berkley Publishing Group,8.0,16,"['Horror', 'Thriller']"
014018869X,Cold Comfort Farm,Stella Gibbons,1995,Penguin Books,8.777777777777779,9,['Romance']
0553348981,Jitterbug Perfume,TOM ROBBINS,1990,Bantam,8.8,15,"['Fantasy', 'Adventure']"
0684874350,ANGELA'S ASHES,Frank McCourt,1996,Scribner,8.507042253521126,71,"['Biography', 'Historical']"
0446611212,Violets Are Blue,James Patterson,2002,Warner Vision,7.727272727272727,55,"['Thriller', 'Mystery']"
0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown",8.451612903225806,31,"['Mystery', 'Adventure']"
0452264790,Tar Baby,Toni Morrison,1987,Plume Books,6.428571428571429,7,"['Historical', 'Romance']"
0425155943,Contagion,Robin Cook,1998,Berkley Publishing Group,7.714285714285714,14,"['Sci-Fi', 'Thriller']"
3257229534,Der Vorleser,Bernhard Schlink,1999,Diogenes Verlag AG,8.454545454545455,11,"['Historical', 'Non-Fiction']"
0440241537,The King of Torts,JOHN GRISHAM,2003,Dell,7.528301886792453,53,['Thriller']
034538475X,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,7.067567567567568,74,"['Fantasy', 'Horror']"
055327418X,"Startide Rising (The Uplift Saga, Book 2)",David Brin,1993,Spectra Books,8.666666666666666,6,"['Sci-Fi', 'Fantasy']"
0886777631,"City of Golden Shadow (Otherland, Volume 1)",Tad Williams,1998,Daw Books,8.2,10,"['Sci-Fi', 'Fantasy', 'Adventure']"
0425098648,Night Chills,Dean R. Koontz,1996,Berkley Publishing Group,7.8,15,"['Horror', 'Thriller']"
0425181103,Phantoms,Dean R. Koontz,2002,Berkley Publishing Group,8.090909090909092,22,['Horror']
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,8.290909090909091,55,"['Mystery', 'Thriller']"
0451153553,Misery,Stephen King,1988,New Amer Library,8.181818181818182,33,"['Thriller', 'Horror']"
0142001805,The Eyre Affair: A Novel,Jasper Fforde,2003,Penguin Books,8.431818181818182,44,"['Mystery', 'Sci-Fi', 'Fantasy']"
0375706062,Lying Awake,Mark Salzman,2001,Vintage Books USA,8.3,10,"['Historical', 'Biography']"
0060981180,Mariette in Ecstasy,Ron Hansen,1992,Perennial,8.166666666666666,12,"['Historical', 'Biography']"
0425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,8.20754716981132,53,"['Mystery', 'Thriller']"
0451180410,Mortal Fear,Greg Iles,1998,Signet Book,7.235294117647059,17,['Thriller']
0446360856,The Gold Coast,Nelson DeMille,1991,Warner Books,7.5,12,['Thriller']
0380400480,A Pirate's Love,Johanna Lindsey,1978,Avon,7.4,10,['Romance']
0553582763,By the Light of the Moon,DEAN KOONTZ,2003,Bantam,8.043478260869565,23,"['Horror', 'Thriller']"
0425188809,Watchers,Dean R. Koontz,2003,Berkley Publishing Group,8.76923076923077,13,"['Sci-Fi', 'Thriller']"
0425092178,Strangers,Dean R. Koontz,1986,Penguin Putnam~mass,7.9,10,"['Horror', 'Thriller']"
0345384369,Intensity,DEAN KOONTZ,1996,Ballantine Books,8.15625,32,"['Thriller', 'Horror']"
034539657X,Dark Rivers of the Heart,Dean R. Koontz,1995,Ballantine Books,7.55,20,"['Horror', 'Thriller']"
0020532105,CRY THE BELOVED COUNTRY (Scribner Classic),Alan Paton,1987,Scribner,9.0,7,['Historical']
0425144429,Mr. Murder,Dean R. Koontz,1996,Berkley Publishing Group,7.121212121212121,33,"['Horror', 'Thriller']"
0312305060,The Hours: A Novel,Michael Cunningham,2002,Picador,7.728395061728395,81,"['Historical', 'Fiction']"
0451204948,A Day Late and a Dollar Short,Terry McMillan,2002,Signet Book,8.375,8,['Romance']
0060175966,The Professor and the Madman,Simon Winchester,1998,HarperCollins Publishers,8.35,20,"['Biography', 'Historical']"
0330352253,To the Hilt,Dick Francis,1997,Pan Publishing,7.444444444444445,9,"['Thriller', 'Adventure']"
034545104X,Flesh Tones: A Novel,M. J. Rose,2002,Ballantine Books,5.944444444444445,18,"['Romance', 'Mystery']"
0399146431,The Bonesetter's Daughter,Amy Tan,2001,Putnam Publishing Group,8.071428571428571,28,"['Historical', 'Romance']"
0385482388,The Mistress of Spices,Chitra Banerjee Divakaruni,1998,Anchor Books/Doubleday,7.3,30,"['Fantasy', 'Romance']"
0399141146,The Hundred Secret Senses,Amy Tan,1995,Putnam Pub Group,7.772727272727272,22,"['Fantasy', 'Historical']"
0375706771,Midwives: A Novel,Chris Bohjalian,1998,Vintage,7.84375,96,"['Historical', 'Thriller']"
0679745580,In Cold Blood (Vintage International),TRUMAN CAPOTE,1994,Vintage,8.363636363636363,11,"['Non-Fiction', 'Crime']"
0452260116,Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987,Plume Books,7.378378378378378,37,"['Historical', 'Fiction']"
0812533550,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1986,Tor Books,9.285714285714286,7,"['Sci-Fi', 'Adventure']"
0020442602,Voyage of the Dawn Treader,C. S. Lewis,1970,MacMillan Publishing Company.,8.545454545454545,11,"['Fantasy', 'Adventure']"
0312978367,The Prometheus Deception,Robert Ludlum,2001,St. Martin's Press,8.083333333333334,12,"['Thriller', 'Adventure']"
0812517725,"The Great Hunt (The Wheel of Time, Book 2)",Robert Jordan,1991,Tor Fantasy,8.7,20,"['Fantasy', 'Adventure']"
0380818191,"Truth, The",Terry Pratchett,2001,HarperTorch,8.666666666666666,6,"['Fantasy', 'Comedy']"
0399138749,Mr. Murder,Dean R. Koontz,1993,Putnam Pub Group,8.0,10,"['Horror', 'Thriller']"
0451191145,Atlas Shrugged,Ayn Rand,1996,Signet Book,8.175,40,"['Sci-Fi', 'Philosophy']"
0671510126,The Good Earth (Enriched Classics),Pearl S. Buck,1994,Pocket,8.7,10,"['Historical', 'Fiction']"
0440403278,Number the Stars (Yearling Newbery),Lois Lowry,1990,Yearling Books,8.5,14,"['Historical', 'Young Adult']"
0060987561,I Know This Much Is True,Wally Lamb,1999,Regan Books,8.466666666666667,60,"['Historical', 'Biography']"
0842314296,Hinds' Feet on High Places,Hannah Hurnard,1997,Living Books,8.461538461538462,13,"['Fantasy', 'Adventure']"
0312265867,To the Nines: A Stephanie Plum Novel,Janet Evanovich,2003,St. Martin's Press,8.69047619047619,42,"['Mystery', 'Adventure', 'Romance']"
0373250290,Carrie Pilby (Red Dress Ink (Paperback)),Caren Lissner,2003,Red Dress Ink,7.727272727272727,11,"['Young Adult', 'Romance']"
1844262553,Free,Paul Vincent,2003,Upfront Publishing,8.0,1,['Non-Fiction']
3257227809,Venezianisches Finale. Commissario Brunettis erster Fall.,Donna Leon,1995,Diogenes Verlag,7.466666666666667,15,"['Mystery', 'Thriller']"
344244392X,Das Tagebuch Der Bridget Jones,Helen Fielding,2000,"Wilhelm Goldmann Verlag, GmbH",7.571428571428571,7,"['Romance', 'Comedy']"
3423203668,Die fÃ?Â¼nfte Frau.,Henning Mankell,2000,Dtv,8.0,4,"['Mystery', 'Thriller']"
3423204206,Die falsche FÃ?Â¤hrte.,Henning Mankell,2001,Dtv,7.4,10,"['Mystery', 'Thriller']"
0312150601,Behind the Scenes at the Museum : A Novel,Kate Atkinson,1999,Picador,7.866666666666666,15,"['Historical', 'Mystery']"
0061099694,Hill Towns,Anne Rivers Siddons,1994,HarperTorch,7.25,8,"['Historical', 'Romance']"
0446603309,The Witness,Sandra Brown,1996,Warner Books,7.857142857142857,14,"['Thriller', 'Romance']"
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,7.533333333333333,60,"['Non-Fiction', 'Self-Help']"
0345413873,Monster : A Novel (Alex Delaware Novels (Paperback)),JONATHAN KELLERMAN,2000,Ballantine Books,7.125,32,"['Thriller', 'Mystery']"
0380726262,Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,1999,Avon,6.2727272727272725,11,"['Mystery', 'Thriller']"
0064410129,"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)",Lemony Snicket,2002,HarperCollins,8.571428571428571,14,"['Fantasy', 'Adventure', 'Young Adult']"
0553801309,A Place of Hiding,ELIZABETH GEORGE,2003,Bantam,8.454545454545455,11,"['Mystery', 'Thriller']"
0440400759,Just As Long As We're Together,Judy Blume,1988,Yearling Books,7.888888888888889,9,"['Young Adult', 'Romance']"
1559029838,Call of the Wild,Jack London,0,Selldowns/no More Orders,8.2,30,"['Adventure', 'Historical']"
0671023187,Term Limits,Vince Flynn,1999,Pocket Star,7.857142857142857,7,"['Thriller', 'Adventure']"
0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,7.486486486486487,74,"['Biography', 'Non-Fiction']"
0446610100,Wish You Well,David Baldacci,2001,Warner Books,8.08,25,"['Historical', 'Romance']"
0440216745,Whispers,BELVA PLAIN,1994,Dell,6.866666666666666,15,['Romance']
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,8.1875,80,"['Mystery', 'Adventure']"
0345334310,The Ship Who Sang,Anne McCaffrey,1993,Del Rey Books,8.454545454545455,11,['Sci-Fi']
0671876015,Pigs Don't Fly,Mary Brown,1994,Baen,7.333333333333333,6,"['Fantasy', 'Adventure']"
0812533666,Isle of Woman (Geodyssey),Piers Anthony,1994,Tor Fantasy,7.538461538461538,13,"['Fantasy', 'Adventure']"
8477204055,El caballero de la armadura oxidada,Robert Fisher,2000,Obelisco,7.444444444444445,9,"['Historical', 'Adventure']"
051512317X,Rising Tides,Nora Roberts,2001,Jove Books,7.962962962962963,27,['Romance']
0515114693,Born in Fire,Nora Roberts,1994,Jove Books,8.473684210526315,19,"['Romance', 'Historical']"
0060507403,The Cheese Monkeys : A Novel in Two Semesters,Chip Kidd,2002,Perennial,6.714285714285714,7,['Non-Fiction']
0679767398,"South of the Border, West of the Sun",Haruki Murakami,2000,Vintage Books USA,8.857142857142858,7,"['Romance', 'Mystery']"
0380002930,Watership Down,Richard Adams,1976,Avon,8.732394366197184,71,"['Fantasy', 'Adventure']"
0553562967,Bellwether,Connie Willis,1997,Bantam Books,8.428571428571429,14,['Sci-Fi']
0449003183,Brunswick Gardens (Charlotte &amp; Thomas Pitt Novels (Paperback)),Anne Perry,1999,Fawcett Books,7.555555555555555,9,"['Mystery', 'Historical']"
0312971346,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,8.43939393939394,66,"['Mystery', 'Adventure']"
0399147101,Potshot,Robert B. Parker,2001,G. P. Putnam's Sons,7.857142857142857,7,"['Mystery', 'Thriller']"
0140280553,"Galileo's Daughter: A Historical Memoir of Science, Faith, and Love",Dava Sobel,2000,Penguin Books,7.055555555555555,18,"['Biography', 'Non-Fiction']"
0060958022,Five Quarters of the Orange,Joanne Harris,2002,Perennial,7.931818181818182,44,"['Historical', 'Romance']"
